"","Quant","Transform","Model","Year","Country"
"QuantTransform",0.00030411,0.000558583,"AUT 3.1",1,"AUT"
"QuantTransform.1",0.00117,0.000785818,"AUT 3.1",1,"AUT"
"QuantTransform.2",0.00156,0.000948275,"AUT 3.1",1,"AUT"
"QuantTransform.3",0.00195,0.001242032,"AUT 3.1",1,"AUT"
"QuantTransform.4",0.00235,0.001434907,"AUT 3.1",1,"AUT"
"QuantTransform.5",0.00274,0.001585674,"AUT 3.1",1,"AUT"
"QuantTransform.6",0.00316,0.001739394,"AUT 3.1",1,"AUT"
"QuantTransform.7",0.0036,0.00179279,"AUT 3.1",1,"AUT"
"QuantTransform.8",0.00406,0.001893545,"AUT 3.1",1,"AUT"
"QuantTransform.9",0.00457,0.002116911,"AUT 3.1",1,"AUT"
"QuantTransform.10",0.0051,0.002295793,"AUT 3.1",1,"AUT"
"QuantTransform.11",0.00568,0.002412614,"AUT 3.1",1,"AUT"
"QuantTransform.12",0.00629,0.002599715,"AUT 3.1",1,"AUT"
"QuantTransform.13",0.00697,0.00271048,"AUT 3.1",1,"AUT"
"QuantTransform.14",0.00767,0.002889788,"AUT 3.1",1,"AUT"
"QuantTransform.15",0.00849,0.003155908,"AUT 3.1",1,"AUT"
"QuantTransform.16",0.00932,0.003480028,"AUT 3.1",1,"AUT"
"QuantTransform.17",0.01026,0.003742642,"AUT 3.1",1,"AUT"
"QuantTransform.18",0.01125,0.004000087,"AUT 3.1",1,"AUT"
"QuantTransform.19",0.0123,0.004313654,"AUT 3.1",1,"AUT"
"QuantTransform.20",0.0134,0.004625689,"AUT 3.1",1,"AUT"
"QuantTransform.21",0.01461,0.005027359,"AUT 3.1",1,"AUT"
"QuantTransform.22",0.01583,0.005427172,"AUT 3.1",1,"AUT"
"QuantTransform.23",0.01719,0.005798739,"AUT 3.1",1,"AUT"
"QuantTransform.24",0.01862,0.006154887,"AUT 3.1",1,"AUT"
"QuantTransform.25",0.02017,0.006858014,"AUT 3.1",1,"AUT"
"QuantTransform.26",0.02186,0.007434914,"AUT 3.1",1,"AUT"
"QuantTransform.27",0.0236,0.007966772,"AUT 3.1",1,"AUT"
"QuantTransform.28",0.02542,0.008840452,"AUT 3.1",1,"AUT"
"QuantTransform.29",0.02737,0.009617878,"AUT 3.1",1,"AUT"
"QuantTransform.30",0.0295,0.010985039,"AUT 3.1",1,"AUT"
"QuantTransform.31",0.03174,0.011804446,"AUT 3.1",1,"AUT"
"QuantTransform.32",0.03403,0.012413919,"AUT 3.1",1,"AUT"
"QuantTransform.33",0.0366,0.013011572,"AUT 3.1",1,"AUT"
"QuantTransform.34",0.03953,0.01475235,"AUT 3.1",1,"AUT"
"QuantTransform.35",0.04264,0.016142176,"AUT 3.1",1,"AUT"
"QuantTransform.36",0.0459,0.017563202,"AUT 3.1",1,"AUT"
"QuantTransform.37",0.04943,0.018426897,"AUT 3.1",1,"AUT"
"QuantTransform.38",0.05325,0.020893497,"AUT 3.1",1,"AUT"
"QuantTransform.39",0.05748,0.023150038,"AUT 3.1",1,"AUT"
"QuantTransform.40",0.06201,0.025333743,"AUT 3.1",1,"AUT"
"QuantTransform.41",0.06726,0.027828419,"AUT 3.1",1,"AUT"
"QuantTransform.42",0.07339,0.032011263,"AUT 3.1",1,"AUT"
"QuantTransform.43",0.08018,0.036383568,"AUT 3.1",1,"AUT"
"QuantTransform.44",0.08868,0.037601269,"AUT 3.1",1,"AUT"
"QuantTransform.45",0.09856,0.04421974,"AUT 3.1",1,"AUT"
"QuantTransform.46",0.1105,0.05996551,"AUT 3.1",1,"AUT"
"QuantTransform.47",0.12675,0.077693306,"AUT 3.1",1,"AUT"
"QuantTransform.48",0.15062,0.104452825,"AUT 3.1",1,"AUT"
"QuantTransform.49",0.19243,0.143416708,"AUT 3.1",1,"AUT"
"QuantTransform1",0.00096537,0.006244,"AUT 3.1",5,"AUT"
"QuantTransform.110",0.00387,0.00672,"AUT 3.1",5,"AUT"
"QuantTransform.210",0.00506,0.00743,"AUT 3.1",5,"AUT"
"QuantTransform.310",0.00616,0.008137,"AUT 3.1",5,"AUT"
"QuantTransform.410",0.00727,0.009223,"AUT 3.1",5,"AUT"
"QuantTransform.51",0.0084,0.009506,"AUT 3.1",5,"AUT"
"QuantTransform.61",0.00956,0.009645,"AUT 3.1",5,"AUT"
"QuantTransform.71",0.01076,0.010554,"AUT 3.1",5,"AUT"
"QuantTransform.81",0.01203,0.011542,"AUT 3.1",5,"AUT"
"QuantTransform.91",0.01337,0.01257,"AUT 3.1",5,"AUT"
"QuantTransform.101",0.01482,0.013134,"AUT 3.1",5,"AUT"
"QuantTransform.111",0.0163,0.014882,"AUT 3.1",5,"AUT"
"QuantTransform.121",0.01784,0.016072,"AUT 3.1",5,"AUT"
"QuantTransform.131",0.01959,0.017541,"AUT 3.1",5,"AUT"
"QuantTransform.141",0.02145,0.019049,"AUT 3.1",5,"AUT"
"QuantTransform.151",0.02333,0.020636,"AUT 3.1",5,"AUT"
"QuantTransform.161",0.0254,0.022287,"AUT 3.1",5,"AUT"
"QuantTransform.171",0.02752,0.023981,"AUT 3.1",5,"AUT"
"QuantTransform.181",0.02988,0.02583,"AUT 3.1",5,"AUT"
"QuantTransform.191",0.03229,0.027478,"AUT 3.1",5,"AUT"
"QuantTransform.201",0.03507,0.029373,"AUT 3.1",5,"AUT"
"QuantTransform.211",0.03782,0.03178,"AUT 3.1",5,"AUT"
"QuantTransform.221",0.04066,0.033949,"AUT 3.1",5,"AUT"
"QuantTransform.231",0.04371,0.035012,"AUT 3.1",5,"AUT"
"QuantTransform.241",0.04693,0.036971,"AUT 3.1",5,"AUT"
"QuantTransform.251",0.05034,0.040304,"AUT 3.1",5,"AUT"
"QuantTransform.261",0.05408,0.043135,"AUT 3.1",5,"AUT"
"QuantTransform.271",0.05795,0.045438,"AUT 3.1",5,"AUT"
"QuantTransform.281",0.06182,0.048545,"AUT 3.1",5,"AUT"
"QuantTransform.291",0.06604,0.051112,"AUT 3.1",5,"AUT"
"QuantTransform.301",0.07065,0.055937,"AUT 3.1",5,"AUT"
"QuantTransform.311",0.07535,0.058793,"AUT 3.1",5,"AUT"
"QuantTransform.321",0.08019,0.062193,"AUT 3.1",5,"AUT"
"QuantTransform.331",0.08538,0.067131,"AUT 3.1",5,"AUT"
"QuantTransform.341",0.09114,0.06922,"AUT 3.1",5,"AUT"
"QuantTransform.351",0.0969,0.074127,"AUT 3.1",5,"AUT"
"QuantTransform.361",0.10293,0.078534,"AUT 3.1",5,"AUT"
"QuantTransform.371",0.10995,0.082836,"AUT 3.1",5,"AUT"
"QuantTransform.381",0.11734,0.090442,"AUT 3.1",5,"AUT"
"QuantTransform.391",0.12519,0.096717,"AUT 3.1",5,"AUT"
"QuantTransform.401",0.13345,0.10335,"AUT 3.1",5,"AUT"
"QuantTransform.411",0.14263,0.112045,"AUT 3.1",5,"AUT"
"QuantTransform.421",0.15302,0.121875,"AUT 3.1",5,"AUT"
"QuantTransform.431",0.16502,0.129232,"AUT 3.1",5,"AUT"
"QuantTransform.441",0.17891,0.154273,"AUT 3.1",5,"AUT"
"QuantTransform.451",0.19474,0.158784,"AUT 3.1",5,"AUT"
"QuantTransform.461",0.21384,0.17796,"AUT 3.1",5,"AUT"
"QuantTransform.471",0.23754,0.209029,"AUT 3.1",5,"AUT"
"QuantTransform.481",0.27221,0.287767,"AUT 3.1",5,"AUT"
"QuantTransform.491",0.32951,0.471652,"AUT 3.1",5,"AUT"
"QuantTransform2",0.0010640377,0.00159153481146019,"AUT 3.2",1,"AUT"
"QuantTransform.112",0.0023434195,0.00206845776468481,"AUT 3.2",1,"AUT"
"QuantTransform.212",0.0029264615,0.00249646206021505,"AUT 3.2",1,"AUT"
"QuantTransform.312",0.0034666583,0.00285748561947209,"AUT 3.2",1,"AUT"
"QuantTransform.412",0.0040344136,0.00313271041826355,"AUT 3.2",1,"AUT"
"QuantTransform.52",0.004615688,0.00338497687328988,"AUT 3.2",1,"AUT"
"QuantTransform.62",0.0052043115,0.00378455919492381,"AUT 3.2",1,"AUT"
"QuantTransform.72",0.0058139445,0.00418416820411718,"AUT 3.2",1,"AUT"
"QuantTransform.82",0.0064783418,0.00459576387665158,"AUT 3.2",1,"AUT"
"QuantTransform.92",0.0071707044,0.00501156263370663,"AUT 3.2",1,"AUT"
"QuantTransform.102",0.007894832,0.00542973524472216,"AUT 3.2",1,"AUT"
"QuantTransform.113",0.0086478766,0.00587933732767367,"AUT 3.2",1,"AUT"
"QuantTransform.122",0.0094614356,0.00632893941062518,"AUT 3.2",1,"AUT"
"QuantTransform.132",0.0103413941,0.00677854149357669,"AUT 3.2",1,"AUT"
"QuantTransform.142",0.0112725696,0.00728160521849402,"AUT 3.2",1,"AUT"
"QuantTransform.152",0.012274885,0.00778681372490871,"AUT 3.2",1,"AUT"
"QuantTransform.162",0.0133499972,0.00829202223132339,"AUT 3.2",1,"AUT"
"QuantTransform.172",0.0145008838,0.00883777271762917,"AUT 3.2",1,"AUT"
"QuantTransform.182",0.0157183657,0.00942771592636383,"AUT 3.2",1,"AUT"
"QuantTransform.192",0.017042492,0.0100176591350985,"AUT 3.2",1,"AUT"
"QuantTransform.202",0.0183740125,0.0106076023438332,"AUT 3.2",1,"AUT"
"QuantTransform.213",0.0197311283,0.0112886630874396,"AUT 3.2",1,"AUT"
"QuantTransform.222",0.0211914585,0.0120045541978534,"AUT 3.2",1,"AUT"
"QuantTransform.232",0.0227678308,0.0127204453082672,"AUT 3.2",1,"AUT"
"QuantTransform.242",0.0243914277,0.013436336418681,"AUT 3.2",1,"AUT"
"QuantTransform.252",0.0261413614,0.0143069438545086,"AUT 3.2",1,"AUT"
"QuantTransform.262",0.0279539511,0.0152097218087236,"AUT 3.2",1,"AUT"
"QuantTransform.272",0.0298862837,0.0161124997629386,"AUT 3.2",1,"AUT"
"QuantTransform.282",0.0319216214,0.0170152777171536,"AUT 3.2",1,"AUT"
"QuantTransform.292",0.0340683456,0.0181812110440865,"AUT 3.2",1,"AUT"
"QuantTransform.302",0.036363274,0.0193642856498535,"AUT 3.2",1,"AUT"
"QuantTransform.313",0.038809807,0.0205473602556204,"AUT 3.2",1,"AUT"
"QuantTransform.322",0.041378064,0.0218172658711275,"AUT 3.2",1,"AUT"
"QuantTransform.332",0.0442588232,0.0234284327737919,"AUT 3.2",1,"AUT"
"QuantTransform.342",0.0472727493,0.0250395996764564,"AUT 3.2",1,"AUT"
"QuantTransform.352",0.0505498517,0.0266507665791209,"AUT 3.2",1,"AUT"
"QuantTransform.362",0.0542076044,0.0287631254839497,"AUT 3.2",1,"AUT"
"QuantTransform.372",0.0581948836,0.0310432897908768,"AUT 3.2",1,"AUT"
"QuantTransform.382",0.0626389147,0.0333234540978039,"AUT 3.2",1,"AUT"
"QuantTransform.392",0.067660349,0.0363301468599882,"AUT 3.2",1,"AUT"
"QuantTransform.402",0.0732945162,0.0396835747054641,"AUT 3.2",1,"AUT"
"QuantTransform.413",0.0796721184,0.043120416765999,"AUT 3.2",1,"AUT"
"QuantTransform.422",0.0869524846,0.0482455953328081,"AUT 3.2",1,"AUT"
"QuantTransform.432",0.095264332,0.0533707738996171,"AUT 3.2",1,"AUT"
"QuantTransform.442",0.1051815955,0.0611514834108782,"AUT 3.2",1,"AUT"
"QuantTransform.452",0.1170160533,0.0701584261700376,"AUT 3.2",1,"AUT"
"QuantTransform.462",0.1321355846,0.0835935201020079,"AUT 3.2",1,"AUT"
"QuantTransform.472",0.151819907,0.105234332475734,"AUT 3.2",1,"AUT"
"QuantTransform.482",0.1797706879,0.118546837746659,"AUT 3.2",1,"AUT"
"QuantTransform.492",0.2271110498,0.25553623292152,"AUT 3.2",1,"AUT"
"QuantTransform3",0.008624614,0.00968191559767304,"AUT 3.2",5,"AUT"
"QuantTransform.114",0.0131266258,0.0130152397567687,"AUT 3.2",5,"AUT"
"QuantTransform.214",0.0148455839,0.0157232190989667,"AUT 3.2",5,"AUT"
"QuantTransform.314",0.0164280142,0.0182046591279372,"AUT 3.2",5,"AUT"
"QuantTransform.414",0.0179893764,0.0205091738630639,"AUT 3.2",5,"AUT"
"QuantTransform.53",0.0195395746,0.0227570365589454,"AUT 3.2",5,"AUT"
"QuantTransform.63",0.0211112552,0.0249289691999415,"AUT 3.2",5,"AUT"
"QuantTransform.73",0.0227286136,0.0271009018409377,"AUT 3.2",5,"AUT"
"QuantTransform.83",0.0243259442,0.0292682473130163,"AUT 3.2",5,"AUT"
"QuantTransform.93",0.0259717365,0.0314346195610887,"AUT 3.2",5,"AUT"
"QuantTransform.103",0.0276916732,0.033600991809161,"AUT 3.2",5,"AUT"
"QuantTransform.115",0.0295204409,0.0358324794662893,"AUT 3.2",5,"AUT"
"QuantTransform.123",0.0313667277,0.038119340021162,"AUT 3.2",5,"AUT"
"QuantTransform.133",0.0332636073,0.0404062005760347,"AUT 3.2",5,"AUT"
"QuantTransform.143",0.0352789576,0.0426930611309074,"AUT 3.2",5,"AUT"
"QuantTransform.153",0.0374363851,0.0451469612241452,"AUT 3.2",5,"AUT"
"QuantTransform.163",0.0396538561,0.0477018156079208,"AUT 3.2",5,"AUT"
"QuantTransform.173",0.042032516,0.0502566699916964,"AUT 3.2",5,"AUT"
"QuantTransform.183",0.0444643019,0.052811524375472,"AUT 3.2",5,"AUT"
"QuantTransform.193",0.0470529453,0.0554638404910404,"AUT 3.2",5,"AUT"
"QuantTransform.203",0.0497406748,0.0584845745294478,"AUT 3.2",5,"AUT"
"QuantTransform.215",0.0524794288,0.0615053085678552,"AUT 3.2",5,"AUT"
"QuantTransform.223",0.0553259791,0.0645260426062627,"AUT 3.2",5,"AUT"
"QuantTransform.233",0.0582434057,0.0675467766446701,"AUT 3.2",5,"AUT"
"QuantTransform.243",0.0612013034,0.0709540895678173,"AUT 3.2",5,"AUT"
"QuantTransform.253",0.0642038061,0.0747339755089759,"AUT 3.2",5,"AUT"
"QuantTransform.263",0.0673541987,0.0785138614501345,"AUT 3.2",5,"AUT"
"QuantTransform.273",0.0708035045,0.0822937473912931,"AUT 3.2",5,"AUT"
"QuantTransform.283",0.0740592592,0.0860736333324517,"AUT 3.2",5,"AUT"
"QuantTransform.293",0.0774202884,0.0908104631089547,"AUT 3.2",5,"AUT"
"QuantTransform.303",0.0810590911,0.0958161625488531,"AUT 3.2",5,"AUT"
"QuantTransform.315",0.0848261918,0.100821861988752,"AUT 3.2",5,"AUT"
"QuantTransform.323",0.0887915042,0.10582756142865,"AUT 3.2",5,"AUT"
"QuantTransform.333",0.0928877791,0.111407154942235,"AUT 3.2",5,"AUT"
"QuantTransform.343",0.0972028379,0.1184228501382,"AUT 3.2",5,"AUT"
"QuantTransform.353",0.101882132,0.125438545334166,"AUT 3.2",5,"AUT"
"QuantTransform.363",0.1069965522,0.132454240530132,"AUT 3.2",5,"AUT"
"QuantTransform.373",0.1122822074,0.140310094227291,"AUT 3.2",5,"AUT"
"QuantTransform.383",0.1178885465,0.150716398589426,"AUT 3.2",5,"AUT"
"QuantTransform.393",0.1240070028,0.161122702951561,"AUT 3.2",5,"AUT"
"QuantTransform.403",0.1309385394,0.171529007313696,"AUT 3.2",5,"AUT"
"QuantTransform.415",0.1383759297,0.181291189804528,"AUT 3.2",5,"AUT"
"QuantTransform.423",0.1465699497,0.191849878224907,"AUT 3.2",5,"AUT"
"QuantTransform.433",0.1559754478,0.203206006956142,"AUT 3.2",5,"AUT"
"QuantTransform.443",0.1660664905,0.215873433766999,"AUT 3.2",5,"AUT"
"QuantTransform.453",0.178029166,0.229982675752607,"AUT 3.2",5,"AUT"
"QuantTransform.463",0.1924659832,0.322049026132261,"AUT 3.2",5,"AUT"
"QuantTransform.473",0.2109821622,0.390257815305314,"AUT 3.2",5,"AUT"
"QuantTransform.483",0.2375498863,0.521231271153805,"AUT 3.2",5,"AUT"
"QuantTransform.493",0.2785501143,0.690292783590444,"AUT 3.2",5,"AUT"
"QuantTransform4",8.191e-05,0.000638176864106753,"BEL 3.1",1,"BEL"
"QuantTransform.116",0.00041384,0.000736625434733536,"BEL 3.1",1,"BEL"
"QuantTransform.216",0.0005429,0.000836035157060454,"BEL 3.1",1,"BEL"
"QuantTransform.316",0.00065567,0.000975511840610538,"BEL 3.1",1,"BEL"
"QuantTransform.416",0.00076722,0.00116825804576909,"BEL 3.1",1,"BEL"
"QuantTransform.54",0.00088028,0.00144321706072369,"BEL 3.1",1,"BEL"
"QuantTransform.64",0.00099868,0.00153846439672954,"BEL 3.1",1,"BEL"
"QuantTransform.74",0.00112,0.0016434201399877,"BEL 3.1",1,"BEL"
"QuantTransform.84",0.00125,0.00174685048288464,"BEL 3.1",1,"BEL"
"QuantTransform.94",0.00139,0.00192311620866468,"BEL 3.1",1,"BEL"
"QuantTransform.104",0.00154,0.00201100507138059,"BEL 3.1",1,"BEL"
"QuantTransform.117",0.0017,0.00210088363452458,"BEL 3.1",1,"BEL"
"QuantTransform.124",0.00187,0.00230538964815648,"BEL 3.1",1,"BEL"
"QuantTransform.134",0.00205,0.00240394681141309,"BEL 3.1",1,"BEL"
"QuantTransform.144",0.00224,0.00247259285610967,"BEL 3.1",1,"BEL"
"QuantTransform.154",0.00245,0.00262810062842307,"BEL 3.1",1,"BEL"
"QuantTransform.164",0.00267,0.00274119071639484,"BEL 3.1",1,"BEL"
"QuantTransform.174",0.00291,0.00294456452543057,"BEL 3.1",1,"BEL"
"QuantTransform.184",0.00316,0.00314106694540873,"BEL 3.1",1,"BEL"
"QuantTransform.194",0.00344,0.00339216208492136,"BEL 3.1",1,"BEL"
"QuantTransform.204",0.00373,0.00355833512226562,"BEL 3.1",1,"BEL"
"QuantTransform.217",0.00405,0.00391421325465045,"BEL 3.1",1,"BEL"
"QuantTransform.224",0.00439,0.00420977629632814,"BEL 3.1",1,"BEL"
"QuantTransform.234",0.00476,0.00463196900649744,"BEL 3.1",1,"BEL"
"QuantTransform.244",0.00516,0.0048303287903405,"BEL 3.1",1,"BEL"
"QuantTransform.254",0.00559,0.00516413778124242,"BEL 3.1",1,"BEL"
"QuantTransform.264",0.00606,0.00561067889598698,"BEL 3.1",1,"BEL"
"QuantTransform.274",0.00657,0.0060018742397523,"BEL 3.1",1,"BEL"
"QuantTransform.284",0.00712,0.00643516299201627,"BEL 3.1",1,"BEL"
"QuantTransform.294",0.00773,0.00713764144529222,"BEL 3.1",1,"BEL"
"QuantTransform.304",0.00839,0.00765720475512016,"BEL 3.1",1,"BEL"
"QuantTransform.317",0.00911,0.00825582472197687,"BEL 3.1",1,"BEL"
"QuantTransform.324",0.00989,0.00888688174664676,"BEL 3.1",1,"BEL"
"QuantTransform.334",0.01076,0.00922434174540085,"BEL 3.1",1,"BEL"
"QuantTransform.344",0.01171,0.0101155715259817,"BEL 3.1",1,"BEL"
"QuantTransform.354",0.01274,0.011703140264996,"BEL 3.1",1,"BEL"
"QuantTransform.364",0.0139,0.0123183300209074,"BEL 3.1",1,"BEL"
"QuantTransform.374",0.0152,0.0132383232927826,"BEL 3.1",1,"BEL"
"QuantTransform.384",0.01665,0.0147876117829423,"BEL 3.1",1,"BEL"
"QuantTransform.394",0.01832,0.0157681671493156,"BEL 3.1",1,"BEL"
"QuantTransform.404",0.02022,0.0177061541732539,"BEL 3.1",1,"BEL"
"QuantTransform.417",0.02245,0.020073581503633,"BEL 3.1",1,"BEL"
"QuantTransform.424",0.02504,0.0209040162842504,"BEL 3.1",1,"BEL"
"QuantTransform.434",0.02812,0.0253504363232324,"BEL 3.1",1,"BEL"
"QuantTransform.444",0.03191,0.0285520017261749,"BEL 3.1",1,"BEL"
"QuantTransform.454",0.0367,0.0316229304320971,"BEL 3.1",1,"BEL"
"QuantTransform.464",0.04294,0.0408100934005019,"BEL 3.1",1,"BEL"
"QuantTransform.474",0.05175,0.0531019662672612,"BEL 3.1",1,"BEL"
"QuantTransform.484",0.06536,0.0735059527352821,"BEL 3.1",1,"BEL"
"QuantTransform.494",0.08961,0.136132773770437,"BEL 3.1",1,"BEL"
"QuantTransform5",0.00041555,0.00600034488324814,"BEL 3.1",5,"BEL"
"QuantTransform.118",0.00222,0.00631303240253326,"BEL 3.1",5,"BEL"
"QuantTransform.218",0.00279,0.00763632759179576,"BEL 3.1",5,"BEL"
"QuantTransform.318",0.00327,0.00795785717460821,"BEL 3.1",5,"BEL"
"QuantTransform.418",0.00373,0.00874399700458466,"BEL 3.1",5,"BEL"
"QuantTransform.55",0.00418,0.00896424476881118,"BEL 3.1",5,"BEL"
"QuantTransform.65",0.00463,0.00954792143961042,"BEL 3.1",5,"BEL"
"QuantTransform.75",0.0051,0.0104446875416733,"BEL 3.1",5,"BEL"
"QuantTransform.85",0.0056,0.0108516234199203,"BEL 3.1",5,"BEL"
"QuantTransform.95",0.00611,0.0118061643688948,"BEL 3.1",5,"BEL"
"QuantTransform.105",0.00664,0.01255472542888,"BEL 3.1",5,"BEL"
"QuantTransform.119",0.00719,0.0134499843610234,"BEL 3.1",5,"BEL"
"QuantTransform.125",0.00777,0.0149209822023904,"BEL 3.1",5,"BEL"
"QuantTransform.135",0.00839,0.0161769571352515,"BEL 3.1",5,"BEL"
"QuantTransform.145",0.00904,0.0174831710654271,"BEL 3.1",5,"BEL"
"QuantTransform.155",0.00972,0.018512065730427,"BEL 3.1",5,"BEL"
"QuantTransform.165",0.01042,0.0195313260476392,"BEL 3.1",5,"BEL"
"QuantTransform.175",0.01117,0.0202170098359549,"BEL 3.1",5,"BEL"
"QuantTransform.185",0.01197,0.0209742146828914,"BEL 3.1",5,"BEL"
"QuantTransform.195",0.0128,0.021937223274194,"BEL 3.1",5,"BEL"
"QuantTransform.205",0.01368,0.022314494672366,"BEL 3.1",5,"BEL"
"QuantTransform.219",0.01461,0.02599386151575,"BEL 3.1",5,"BEL"
"QuantTransform.225",0.01561,0.0283388136051326,"BEL 3.1",5,"BEL"
"QuantTransform.235",0.01667,0.0295807216187457,"BEL 3.1",5,"BEL"
"QuantTransform.245",0.01778,0.0308419214073275,"BEL 3.1",5,"BEL"
"QuantTransform.255",0.01899,0.0325500473160187,"BEL 3.1",5,"BEL"
"QuantTransform.265",0.02026,0.0342027093716747,"BEL 3.1",5,"BEL"
"QuantTransform.275",0.02162,0.0366543724406196,"BEL 3.1",5,"BEL"
"QuantTransform.285",0.02309,0.0393069914988224,"BEL 3.1",5,"BEL"
"QuantTransform.295",0.02467,0.0424820961290953,"BEL 3.1",5,"BEL"
"QuantTransform.305",0.02636,0.0458581567486261,"BEL 3.1",5,"BEL"
"QuantTransform.319",0.02816,0.0474138910321301,"BEL 3.1",5,"BEL"
"QuantTransform.325",0.03012,0.0490366106453867,"BEL 3.1",5,"BEL"
"QuantTransform.335",0.03223,0.0516178568347381,"BEL 3.1",5,"BEL"
"QuantTransform.345",0.0345,0.0546851485767742,"BEL 3.1",5,"BEL"
"QuantTransform.355",0.03696,0.0581725254172879,"BEL 3.1",5,"BEL"
"QuantTransform.365",0.03964,0.0614925327128816,"BEL 3.1",5,"BEL"
"QuantTransform.375",0.04257,0.0649422771951402,"BEL 3.1",5,"BEL"
"QuantTransform.385",0.04574,0.0702006255807189,"BEL 3.1",5,"BEL"
"QuantTransform.395",0.04929,0.0760953345989472,"BEL 3.1",5,"BEL"
"QuantTransform.405",0.05327,0.0826598969147015,"BEL 3.1",5,"BEL"
"QuantTransform.419",0.05774,0.0886215912626824,"BEL 3.1",5,"BEL"
"QuantTransform.425",0.06286,0.095454094897447,"BEL 3.1",5,"BEL"
"QuantTransform.435",0.06881,0.103391856473129,"BEL 3.1",5,"BEL"
"QuantTransform.445",0.07565,0.111631052032699,"BEL 3.1",5,"BEL"
"QuantTransform.455",0.08404,0.121712344160464,"BEL 3.1",5,"BEL"
"QuantTransform.465",0.09443,0.147662460906619,"BEL 3.1",5,"BEL"
"QuantTransform.475",0.10807,0.173545592323021,"BEL 3.1",5,"BEL"
"QuantTransform.485",0.12762,0.239288344208705,"BEL 3.1",5,"BEL"
"QuantTransform.495",0.16125,0.370227917542589,"BEL 3.1",5,"BEL"
"QuantTransform6",0.000384774,0.000177241,"BNK 4.0",1,"BNK"
"QuantTransform.120",0.000565697,0.000316419,"BNK 4.0",1,"BNK"
"QuantTransform.220",0.00060512,0.0003982,"BNK 4.0",1,"BNK"
"QuantTransform.320",0.000644015,0.000476769,"BNK 4.0",1,"BNK"
"QuantTransform.420",0.000679007,0.000536186,"BNK 4.0",1,"BNK"
"QuantTransform.56",0.000707086,0.000604888,"BNK 4.0",1,"BNK"
"QuantTransform.66",0.000736703,0.000666584,"BNK 4.0",1,"BNK"
"QuantTransform.76",0.00076852,0.000758588,"BNK 4.0",1,"BNK"
"QuantTransform.86",0.000801153,0.000856699,"BNK 4.0",1,"BNK"
"QuantTransform.96",0.000836098,0.000990351,"BNK 4.0",1,"BNK"
"QuantTransform.106",0.000872939,0.001148877,"BNK 4.0",1,"BNK"
"QuantTransform.1110",0.000905766,0.001281487,"BNK 4.0",1,"BNK"
"QuantTransform.126",0.000937774,0.001357627,"BNK 4.0",1,"BNK"
"QuantTransform.136",0.000969601,0.001419654,"BNK 4.0",1,"BNK"
"QuantTransform.146",0.001005066,0.001471581,"BNK 4.0",1,"BNK"
"QuantTransform.156",0.001037877,0.00151962,"BNK 4.0",1,"BNK"
"QuantTransform.166",0.001070692,0.001585281,"BNK 4.0",1,"BNK"
"QuantTransform.176",0.00110568,0.001673465,"BNK 4.0",1,"BNK"
"QuantTransform.186",0.001141038,0.00172698,"BNK 4.0",1,"BNK"
"QuantTransform.196",0.001175654,0.001779372,"BNK 4.0",1,"BNK"
"QuantTransform.206",0.001210534,0.001832164,"BNK 4.0",1,"BNK"
"QuantTransform.2110",0.001245217,0.001884656,"BNK 4.0",1,"BNK"
"QuantTransform.226",0.001286093,0.001946523,"BNK 4.0",1,"BNK"
"QuantTransform.236",0.001323195,0.002002678,"BNK 4.0",1,"BNK"
"QuantTransform.246",0.001367329,0.002069476,"BNK 4.0",1,"BNK"
"QuantTransform.256",0.00141671,0.002144215,"BNK 4.0",1,"BNK"
"QuantTransform.266",0.001474116,0.0022311,"BNK 4.0",1,"BNK"
"QuantTransform.276",0.001533424,0.002245183,"BNK 4.0",1,"BNK"
"QuantTransform.286",0.001601725,0.002345187,"BNK 4.0",1,"BNK"
"QuantTransform.296",0.001674453,0.002451673,"BNK 4.0",1,"BNK"
"QuantTransform.306",0.001755602,0.002570488,"BNK 4.0",1,"BNK"
"QuantTransform.3110",0.001838705,0.002692164,"BNK 4.0",1,"BNK"
"QuantTransform.326",0.00194908,0.002853772,"BNK 4.0",1,"BNK"
"QuantTransform.336",0.002068629,0.00302881,"BNK 4.0",1,"BNK"
"QuantTransform.346",0.00219958,0.00325673,"BNK 4.0",1,"BNK"
"QuantTransform.356",0.002367353,0.003544082,"BNK 4.0",1,"BNK"
"QuantTransform.366",0.002552855,0.003947784,"BNK 4.0",1,"BNK"
"QuantTransform.376",0.002781071,0.004346455,"BNK 4.0",1,"BNK"
"QuantTransform.386",0.003041216,0.004753027,"BNK 4.0",1,"BNK"
"QuantTransform.396",0.003325469,0.005197278,"BNK 4.0",1,"BNK"
"QuantTransform.406",0.003694402,0.005773872,"BNK 4.0",1,"BNK"
"QuantTransform.4110",0.004092134,0.00673208,"BNK 4.0",1,"BNK"
"QuantTransform.426",0.00459659,0.007561975,"BNK 4.0",1,"BNK"
"QuantTransform.436",0.005311255,0.008737689,"BNK 4.0",1,"BNK"
"QuantTransform.446",0.006338951,0.01042838,"BNK 4.0",1,"BNK"
"QuantTransform.456",0.007955008,0.013086998,"BNK 4.0",1,"BNK"
"QuantTransform.466",0.010482456,0.017244971,"BNK 4.0",1,"BNK"
"QuantTransform.476",0.01451885,0.023885352,"BNK 4.0",1,"BNK"
